OBJ_ID,Permit number - API,Well Type,Well Status,Well_GIS_Status,County,Township,Company,Well_OP_Address,Well_CompanyPHONE,Elevation,DU_ACRES,Well_WH_LAT,Well_WH_LONG,Well Latitude,Well Longitude,Well_BH_LAT,Well_BH_LONG,Bottom Hole Latitude,Bottom Hole Longitude,Slant,Well_ProposedFormations,Well Name,Well Number,Well_IP_GAS,Well_IP_OIL,Well_Total_Depth,Well_Date_Approved,Well_Date_Complete,Well_Date_Plugged,Producing Formation,SecondProdFormation,DeepestFormation,Well_PDF_Link,GeoPhysLogs,Utica_Shale,Marcellus_Shale,MapSymble,Well_Well_Status,Well_Operator,Well_Lease_Name,Well_Location_ID,WELL_TYP,Well_CompanyADDR1,Well_CompanyADDR2,Well_CompanyCITY,Well_CompanyZIP1,Heel Longitude,Heel Latitude,Last_Inspection_Date,Last_Nonzero_Production_Year,Last_Production_Quarter,Orphan Well Program Status,x,y,lat_rad,lon_rad,lat_delta,is_horizontal,years_since_approved,age_category,prod_change
63811,34063600000000.0,Oil,Unknown status,Unknown,HANCOCK,CASS,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,806.0,,41.10207096,-83.58108069,41.102124,-83.581011,,,0.0,0.0,V,,,,,,,,1900-01-02 00:00:00,,,,,nowellcard.htm,,0,0,oil,UN,HISTORIC OWNER,,34063600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,1670457.454,1131827.826,0.7173673933629818,-1.4587638340955984,41.102124,1,,,0.0
230304,34167700000000.0,Plugged oil and gas,Plugged and Abandoned,Drilled,WASHINGTON,AURELIUS,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,930.0,186.0,39.64263609,-81.4718579,39.642709,-81.471702,,,0.0,0.0,V,,SMITHSON STELLA LUND 7,7,,1.0,,,1900-01-02 00:00:00,,BUELL RUN SAND,,BEREA SANDSTONE,167\34167659550000.pdf,,0,0,pl_oil_gas,PA,HISTORIC OWNER,SMITHSON STELLA LUND,34167700000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2258065.058,599953.9775,0.6918957964599888,-1.4219494471036491,39.642709,1,,,0.0
120003,34103200000000.0,Oil and gas,Permit Expired,,MEDINA,SHARON,ATWOOD RESOURCES INC,"PO BOX 771089 HOUSTON, TX 72151",7132606400,1170.0,33.0,41.11680891,-81.75018055,41.116863,-81.750033,,,0.0,0.0,V,,NEFF-BAKER # 1,1,50.0,10.0,3615.0,1983-12-19 00:00:00,1981-09-10 00:00:00,,CLINTON SAND,,MEDINA SAND,103\34103227020000.pdf,Paper,0,0,oil_gas,EX,ATWOOD RESOURCES INC,BAKER NEFF,34103200000000.0,OG_R,PO BOX 771089,,HOUSTON,72151,,,,1985.0,0/1988,,2175229.265,1136274.627,0.7176246374414332,-1.4268072394640177,41.116863,1,42.0,40+,0.0
141081,34115200000000.0,Plugged gas,"Field Inspected, Well Not Found",Drilled,MORGAN,MARION,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,849.0,136.0,39.45931987,-81.85596314,39.459393,-81.855822,,,0.0,0.0,V,,BOWMAN J T & NANNIE 13,13,1.0,,955.0,,1940-08-24 00:00:00,,BEREA SANDSTONE,,BRILL SAND,115\34115201440000.pdf,,0,0,pl_gas,NF,HISTORIC OWNER,BOWMAN J T & NANNIE,34115200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,2012-10-30,1985.0,0/1985,,2150376.945,532183.6255,0.6886963286884028,-1.4286536058264099,39.459393,1,,,0.0
198534,34151300000000.0,Gas with oil show,Producing,Producing,STARK,SUGAR CREEK,OWS ACQUISITION CO LLC,"2321 Energy Dr Louisville, OH 44641",+1 (330) 602-5551,1055.0,80.0,40.67996625,-81.63582026,40.680025,-81.635668,,,,,V,CLINTON,MILLER M UNIT     2,2,125.0,,4356.0,2006-10-24 00:00:00,2006-12-20 00:00:00,,CLINTON SAND,,QUEENSTON FORMATION,nowellcard.htm,Paper.tif,0,0,gas_oilshow,PR,OWS ACQUISITION CO LLC,MILLER M UNIT,34151300000000.0,OG_R,2321 Energy Dr,,Louisville,44641,,,2014-01-30,2024.0,0/2024,,2208277.095,977358.909,0.7100003760436062,-1.424811193664974,,0,19.0,11–20,39.0
22193,34011600000000.0,Oil,Unknown status,Unknown,AUGLAIZE,LOGAN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,832.0,,40.63489477,-84.33786613,40.634943,-84.337818,,,0.0,0.0,V,,,,,,,,1900-01-02 00:00:00,,,,,nowellcard.htm,,0,0,oil,UN,HISTORIC OWNER,,34011600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,1458358.138,964975.2897,0.7092135467102222,-1.471972608047739,40.634943,1,,,0.0
182537,34127600000000.0,Plugged oil,Final Restoration,Drilled,PERRY,MONROE,PENROD & PENROD,"1035 SPRING WOOD DR FREMONT, OH 43420",6143474329,818.0,,39.59659548,-82.10299858,39.596665,-82.102865,,,0.0,0.0,V,,PENROD & PENROD 5,5,,1.0,0.0,1989-12-22 00:00:00,1900-01-02 00:00:00,1990-01-03 00:00:00,,,,127\34127629620000.pdf,,0,0,pl_oil,FR,PENROD & PENROD,PENROD & PENROD,34127600000000.0,OG_R,1035 SPRING WOOD DR,,FREMONT,43420,,,2004-02-24,,,,2080407.62,581780.1335,0.6910921770592006,-1.4329653195704142,39.596665,1,36.0,21–40,0.0
128678,34105600000000.0,Expired permit,Permit Expired,,MEIGS,SALISBURY,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,851.0,,39.07808892,-82.07265623,39.078166,-82.072521,,,0.0,0.0,V,,SANSBURY RC 3,3,,,,,,,,,,105\34105606230000.pdf,,0,0,ex_permit,EX,HISTORIC OWNER,SANSBURY RC,34105600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2089852.139,392972.3107,0.6820426623409025,-1.4324357168621888,39.078166,1,,,0.0
102329,34089200000000.0,Plugged gas,Plugged and Abandoned,Drilled,LICKING,MARY ANN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,991.0,,40.11072567,-82.36163751,40.110791,-82.361512,,,0.0,0.0,V,,JONES FRANK L 1,1,1.0,,2557.0,,1900-01-02 00:00:00,1955-08-29 00:00:00,CLINTON SAND,,CLINTON SAND,089\34089210520000.pdf,,0,0,pl_gas,PA,HISTORIC OWNER,JONES FRANK L,34089200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2007237.051,768842.8811,0.7000653685293088,-1.43747956132082,40.110791,1,,,0.0
190014,34141600000000.0,,Final Restoration,Drilled,ROSS,GREEN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,879.0,,39.40857217,-82.88824518,39.408636,-82.888144,,,,,V,,ROE,OHRS-2,,,409.0,,1900-01-02 00:00:00,,,,,nowellcard.htm,,0,0,pl_stratigraphic,FR,HISTORIC OWNER,ROE,34141600000000.0,ST_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,2012-12-05,,,,1858831.528,513283.494,0.6878104519199681,-1.4466710236671827,,0,,,0.0
182071,34127600000000.0,Oil,Unknown status,Unknown,PERRY,MONROE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,781.0,,39.58545942,-82.06445454,39.585529,-82.06432,,,0.0,0.0,V,,CURN MARY 3,3,,1.0,,,1900-01-02 00:00:00,,,,,127\34127624850000.pdf,,0,0,oil,UN,HISTORIC OWNER,CURN MARY,34127600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2091288.603,577774.0983,0.6908978171936985,-1.4322925824102328,39.585529,1,,,0.0
139510,34111600000000.0,Unknown status,Unknown status,Unknown,MONROE,WASHINGTON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,921.0,,39.67826937,-81.15884577,39.678343,-81.158678,,,0.0,0.0,V,,COMPSON DANIEL 2,2,,,,,1900-01-02 00:00:00,,KEENER SAND,,,111\34111645420000.pdf,,0,0,unknown,UN,HISTORIC OWNER,COMPSON DANIEL,34111600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2346012.98,614088.6457,0.6925177270856444,-1.4164861476658863,39.678343,1,,,0.0
121062,34103200000000.0,Dry hole,Final Restoration,Drilled,MEDINA,CHATHAM,DYMO OIL CORP,"PO BOX 42806 HOUSTON, TX 77042",7139787700,1085.0,,41.10465979,-82.02639067,41.104715,-82.026259,,,0.0,0.0,V,,E. G. MILLER # O4,4,0.0,0.0,0.0,1984-08-08 00:00:00,1948-04-26 00:00:00,1984-08-20 00:00:00,,,BEREA SANDSTONE,103\34103237620000.pdf,,0,0,dry,FR,DYMO OIL CORP,MILLER EG,34103200000000.0,ER_R,PO BOX 42806,,HOUSTON,77042,,,,,,,2099111.383,1131330.815,0.717412614843901,-1.4316282926436315,41.104715,1,41.0,40+,0.0
63119,34063600000000.0,Plugged oil,Plugged and Abandoned,Drilled,HANCOCK,ALLEN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,738.0,,41.15672148,-83.67505606,41.156774,-83.674989,,,0.0,0.0,V,,,5,,,,,1900-01-02 00:00:00,,,,,nowellcard.htm,,0,0,pl_oil,PA,HISTORIC OWNER,,34063600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,1644807.645,1152069.959,0.7183212157991967,-1.4604040596200374,41.156774,1,,,0.0
8541,34005200000000.0,Expired permit,Permit Expired,,ASHLAND,PERRY,QUAKER STATE OIL REF CORP,"***5200 STONEHAM RD NORTH CANTON, OH 44720",3304991660,1050.0,111.0,40.82899038,-82.14822315,40.829047,-82.1481,,,0.0,0.0,V,,THOMAS T. CLARK & MARY A. CLARK # 0-21,0-21,0.0,0.0,0.0,1989-03-29 00:00:00,,,,,,005\34005238880000.pdf,,0,0,ex_permit,EX,QUAKER STATE OIL REF CORP,CLARK THOMAS T & MARY A,34005200000000.0,ER_R,***5200 STONEHAM RD,,NORTH CANTON,44720,,,,,,,2065911.309,1030706.995,0.7126013006015133,-1.4337548192575538,40.829047,1,36.0,21–40,0.0
30007,34019200000000.0,Oil and gas,Producing,Producing,CARROLL,BROWN,OWS ACQUISITION CO LLC,"2321 Energy Dr Louisville, OH 44641",+1 (330) 602-5551,1005.0,43.04399872,40.7029232,-81.1863384,40.702983,-81.186165,,,,,V,CLINTON,ESLICH R & K UNIT     4,4,12.0,10.0,5341.0,2003-08-22 00:00:00,2003-09-21 00:00:00,,CLINTON SAND,,QUEENSTON FORMATION,nowellcard.htm,Paper.tif,0,0,oil_gas,PR,OWS ACQUISITION CO LLC,ESLICH R & K UNIT,34019200000000.0,OG_R,2321 Energy Dr,,Louisville,44641,,,2024-11-07,2024.0,0/2024,,2332846.141,987227.9224,0.7104010687332791,-1.4169658863173822,,0,22.0,21–40,0.0
21508,34011600000000.0,Oil,Unknown status,Unknown,AUGLAIZE,DUCNOUQUET,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,900.0,,40.65577165,-84.12568102,40.655822,-84.125628,,,0.0,0.0,V,,,,,,,,1900-01-02 00:00:00,,,,,nowellcard.htm,,0,0,oil,UN,HISTORIC OWNER,,34011600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,1517388.06,971452.616,0.7095779540047461,-1.4682691939079324,40.655822,1,,,0.0
72583,34067600000000.0,Plugged oil,Plugged and Abandoned,Drilled,HARRISON,GREEN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1194.0,,40.33182039,-80.94706277,40.331887,-80.946877,,,0.0,0.0,V,,HANNA W P 5,5,1.0,1.0,1475.0,,1900-01-02 00:00:00,,BEREA SANDSTONE,,BEREA SANDSTONE,067\34067606220000.pdf,,0,0,pl_oil,PA,HISTORIC OWNER,HANNA W P,34067600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2401523.838,853086.0463,0.7039242216922983,-1.41278952285687,40.331887,1,,,0.0
61427,34059600000000.0,Plugged oil and gas,Plugged and Abandoned,Drilled,GUERNSEY,RICHLAND,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,865.0,,39.93385067,-81.39799704,39.933922,-81.397836,,,0.0,0.0,V,,RICH Z 1,1,,,1363.0,,1900-01-02 00:00:00,1916-05-24 00:00:00,,,BEREA SANDSTONE,059\34059606190000.pdf,,0,0,pl_oil_gas,PA,HISTORIC OWNER,RICH Z,34059600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2277569.734,706268.3724,0.696978422134599,-1.4206602421983712,39.933922,1,,,0.0
152572,34117200000000.0,Plugged gas with oil show,Final Restoration,Drilled,MORROW,TROY,CEMCO OPERATING INC,"PO BOX 150 BARTLET, OH 45713",7405873394,1405.0,10.0,40.68843284,-82.68263729,40.688491,-82.682535,,,0.0,0.0,V,,CAMPBELL-LOGAN UNIT # 1,1,0.0,0.0,1503.0,1992-11-30 00:00:00,1986-07-23 00:00:00,1993-06-02 00:00:00,NEWBURG DOLOMITE,,LOCKPORT DOLOMITE,117\34117236570000.pdf,Paper,0,0,pl_gas_oilshow,FR,CEMCO OPERATING INC,CAMPBELL/LOGAN UNIT,34117200000000.0,OG_R,PO BOX 150,,BARTLET,45713,,,,1988.0,0/1988,,1917867.881,979347.5126,0.7101481356180801,-1.4430824696454498,40.688491,1,33.0,21–40,0.0
158865,34119300000000.0,Plugged oil and gas,Final Restoration,Drilled,MUSKINGUM,MADISON,LIGHTHIZER CHARLES O,"880 SPRY RD ZANESVILLE, OH 43701",7408723217,875.0,40.0,40.10732806,-81.95305158,40.107398,-81.952908,,,0.0,0.0,V,,RODNEY KING # 3,3,100.0,1.0,3825.0,1990-12-20 00:00:00,1981-06-16 00:00:00,1991-02-28 00:00:00,CLINTON SAND,,WHITE CLINTON,119\34119256870000.pdf,Paper,0,0,pl_oil_gas,FR,LIGHTHIZER CHARLES O,KING,34119300000000.0,OG_R,880 SPRY RD,,ZANESVILLE,43701,,,,1987.0,0/1987,,2121535.979,768040.7148,0.7000061495077887,-1.4303480761840008,40.107398,1,35.0,21–40,-1.0
189669,34139200000000.0,,Well Permitted,Permitted,RICHLAND,SPRINGFIELD,DAVID R HILL INC,"BOX 247 BYESVILLE, OH 43723",7406855168,1188.0,10.0,,,40.806485,-82.653646,,,,,V,KNOXBZONE,SCHUMACHER 1,1,0.0,0.0,0.0,2025-08-14 14:38:00,,,,,,nowellcard.htm,,0,0,,WP,DAVID R HILL INC,SCHUMACHER,34139200000000.0,OG_R,BOX 247,,BYESVILLE,43723,,,,,,,1925954.356,1022331.137,0.7122075194156783,-1.442578261477841,,0,0.0,,0.0
147663,34115600000000.0,Oil,Unknown status,Unknown,MORGAN,UNION,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,795.0,,39.62295078,-81.92850891,39.623021,-81.92837,,,0.0,0.0,V,,,,,,,,1900-01-02 00:00:00,,,,,nowellcard.htm,,0,0,oil,UN,HISTORIC OWNER,,34115600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2129516.775,591643.6411,0.6915521760368561,-1.4299198072921466,39.623021,1,,,0.0
202628,34153200000000.0,Oil and gas,Producing,Producing,SUMMIT,TWINSBURG,PIN OAK ENERGY PARTNERS LLC,"388 SOUTH MAIN ST SUITE 401 AKRON, OH 44311",8887480763,1065.0,40.0,41.29098152,-81.43090186,41.291037,-81.430737,,,,,V,CLINTON,OLIVET CHURCH UNIT     2,2,20.0,1.0,3993.0,2007-10-04 00:00:00,2007-12-06 00:00:00,,CLINTON SAND,,QUEENSTON FORMATION,nowellcard.htm,Paper.tif,0,0,oil_gas,PR,PIN OAK ENERGY PARTNERS LLC,OLIVET CHURCH UNIT,34153200000000.0,OG_R,388 SOUTH MAIN ST SUITE 401,,AKRON,44311,,,2025-10-31,2024.0,0/2024,,2262488.268,1200647.353,0.7206645472128019,-1.4212344729755697,,0,18.0,11–20,0.0
193514,34151200000000.0,Plugged gas,Plugged and Abandoned,Drilled,STARK,CANTON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1114.0,,40.79774252,-81.42264446,40.797801,-81.422482,,,0.0,0.0,V,,LAWRENCE BROS 1,1,724.0,,4622.0,,1947-02-04 00:00:00,1950-12-16 00:00:00,WHITE CLINTON,,,151\34151204600000.pdf,,0,0,pl_gas,PA,HISTORIC OWNER,LAWRENCE BROS,34151200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2266903.037,1020910.702,0.7120559550234351,-1.4210903960458177,40.797801,1,,,0.0
78003,34073200000000.0,Plugged oil and gas,Final Restoration,Drilled,HOCKING,WASHINGTON,KENOIL LLC,"P O BOX 1085 WOOSTER, OH 44691",3302637890,977.0,40.0,39.47707315,-82.41485342,39.477141,-82.41473,,,,,V,CLINTON/ROSE RUN,HERRON     3,3,25.0,2.0,4875.0,2013-10-07 00:00:00,2000-07-01 00:00:00,2014-09-19 00:00:00,CLINTON SAND,,ROSE RUN SANDSTONE,nowellcard.htm,Paper,0,0,pl_oil_gas,FR,KENOIL LLC,HERRON,34073200000000.0,OG_R,P O BOX 1085,,WOOSTER,44691,,,2016-05-11,2013.0,0/2014,,1992569.192,538010.5882,0.6890060897240469,-1.4384083906421463,,0,12.0,11–20,0.0
226250,34167600000000.0,Oil,Unknown status,Unknown,WASHINGTON,GRANDVIEW,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,620.0,,39.54609276,-81.03974269,39.546168,-81.039574,,,0.0,0.0,V,,,,,,,,1900-01-02 00:00:00,,MISSISSIPPIAN UNDIFFERENTIATED,,,nowellcard.htm,,0,0,oil,UN,HISTORIC OWNER,,34167600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2380310.423,566471.3964,0.6902108381468209,-1.4144073907135912,39.546168,1,,,0.0
135216,34111600000000.0,Dry hole,Plugged and Abandoned,Drilled,MONROE,BENTON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,827.0,,39.61150249,-81.10764721,39.611577,-81.107478,,,0.0,0.0,V,,,,,,,,1900-01-02 00:00:00,,,,,nowellcard.htm,,0,0,dry,PA,HISTORIC OWNER,,34111600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2360797.039,589990.5489,0.6913524405572579,-1.4155925390888655,39.611577,1,,,0.0
45709,34035200000000.0,Plugged gas,Plugged and Abandoned,Drilled,CUYAHOGA,DOVER,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,750.0,,41.4357753,-81.88052512,41.435823,-81.880385,,,0.0,0.0,V,,23502 LORAIN RD 1,1,,,800.0,1963-04-26 13:19:00,1900-01-02 00:00:00,1963-05-08 00:00:00,,,,035\34035204930000.pdf,,0,0,pl_gas,PA,HISTORIC OWNER,23502 LORAIN RD,34035200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2138500.349,1252274.292,0.7231915396235944,-1.4290823110505773,41.435823,1,62.0,40+,0.0
112232,34093200000000.0,Gas show,Producing,Producing,LORAIN,LAGRANGE,WORKMAN DOYLE J LOIS P,"15418 WHEELER RD LaGRANGE, OH 44050",4403558116,802.0,15.0,41.2621203,-82.10480623,41.262173,-82.104677,,,0.0,0.0,V,,MR. & MRS. DOYLE J. WORKMAN # 1,1,0.0,0.0,741.0,1991-04-03 00:00:00,1991-11-10 00:00:00,,OHIO SHALE,,OHIO SHALE,093\34093213680000.pdf,,0,0,gasshow,PR,WORKMAN DOYLE J LOIS P,WORKMAN MR & MRS DOYLE J,34093200000000.0,OG_R,15418 WHEELER RD,,LaGRANGE,44050,,,2019-09-04,,0/1993,,2077240.249,1188622.551,0.7201607753775061,-1.4329969449364603,41.262173,1,34.0,21–40,0.0
139939,34111600000000.0,Plugged oil,Plugged and Abandoned,Drilled,MONROE,WAYNE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,792.0,,39.71258089,-81.15533839,39.712654,-81.15517,,,0.0,0.0,V,,DAUGHERTY HATTIE 6,6,,,,,1900-01-02 00:00:00,,KEENER SAND,,,111\34111649750000.pdf,,0,0,pl_oil,PA,HISTORIC OWNER,DAUGHERTY HATTIE,34111600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2346814.102,626599.6912,0.6931165670052962,-1.4164249215157265,39.712654,1,,,0.0
77658,34073200000000.0,Oil,Producing,Producing,HOCKING,WASHINGTON,Eco Power Crypto LLC,"4582 KINGWOOD DR  KINGWOOD, TX 77345",832-954-9711,1060.0,20.0,39.4341078,-82.41901257,39.434176,-82.418889,,,0.0,0.0,V,CLINTON,LILLY FRED     1,J-1,0.0,10.0,3028.0,2003-01-23 00:00:00,1987-12-02 00:00:00,,CLINTON SAND,,CLINTON SAND,073\34073231870000.pdf,,0,0,oil,PR,Eco Power Crypto LLC,LILLY FRED,34073200000000.0,OG_R,4582 KINGWOOD DR,,KINGWOOD,77345,,,2015-09-16,2022.0,0/2022,,1991409.287,522360.422,0.6882562090109274,-1.4384809788857367,39.434176,1,22.0,21–40,0.0
202474,34153200000000.0,Expired permit,Permit Expired,,SUMMIT,SPRINGFIELD,SPENCER PETROLEUM CORP,"2542 S ARLINGTON RD AKRON, OH 44319",3306445922,1135.0,45.0,41.04068272,-81.48386125,41.040739,-81.483698,,,0.0,0.0,V,CLNN/RSRN/TPLU,HALL UNIT      1,1,,,6800.0,1997-07-03 00:00:00,,,,,,153\34153228640000.pdf,,0,0,ex_permit,EX,SPENCER PETROLEUM CORP,HALL UNIT,34153200000000.0,OG_R,2542 S ARLINGTON RD,,AKRON,44319,,,,,,,2248954.4,1109247.881,0.7162960230016451,-1.4221588168007184,41.040739,1,28.0,21–40,0.0
33110,34029200000000.0,Oil and gas,Producing,Producing,COLUMBIANA,BUTLER,DART OIL COMPANY,"7550 VILLAGE ROAD PARKER, CO 80134",3037799081,1256.0,113.0,40.86081489,-80.94138112,40.860874,-80.941192,,,0.0,0.0,V,,KARLEN # 1,1,220.0,12.0,5830.0,1984-06-26 00:00:00,1984-11-24 00:00:00,,CLINTON SAND,,QUEENSTON FORMATION,029\34029210440000.pdf,,0,0,oil_gas,PR,DART OIL COMPANY,KARLEN,34029200000000.0,OG_R,7550 VILLAGE ROAD,,PARKER,80134,,,2015-01-07,2024.0,0/2024,,2399781.368,1045838.743,0.7131567865425456,-1.412690300888894,40.860874,1,41.0,40+,0.0
75685,34073200000000.0,Oil and gas,Producing,Producing,HOCKING,FALLS,HOCKING HILLS ENERGY AND WELL SERVICE LLC,"32919 Logan Horns Mill Rd  LOGAN, OH 43138",+1 (740) 385-6690,892.0,10.0,39.51296077,-82.40146497,39.513028,-82.401341,,,0.0,0.0,V,,NL AND HL CONRAD,1,70.0,15.0,2829.0,1966-03-17 17:15:00,1966-04-19 00:00:00,,,,CLINTON SAND,073\34073212060000.pdf,,0,0,oil_gas,PR,HOCKING HILLS ENERGY AND WELL SERVICE LLC,CONRAD NINA L & HARRY L,34073200000000.0,OG_R,32919 Logan Horns Mill Rd,,LOGAN,43138,,,2018-09-30,2024.0,0/2024,,1996334.227,551085.6119,0.68963243603271,-1.4381747085085967,39.513028,1,59.0,40+,0.0
142554,34115200000000.0,Gas,Producing,Producing,MORGAN,WINDSOR,WEINSTOCK & LONG,"ROUTE #2 STOCKPORT, OH 43787",7409844079,645.0,329.0,39.57203875,-81.72097666,39.572112,-81.720831,,,0.0,0.0,V,,WEINSTOCK NORMAN,1,258.0,0.0,5147.0,1978-06-19 00:00:00,1978-07-01 00:00:00,,MEDINA SAND,,MEDINA SAND,115\34115217040000.pdf,Paper,0,0,gas,PR,WEINSTOCK & LONG,WEINSTOCK NORMAN,34115200000000.0,OG_R,ROUTE #2,,STOCKPORT,43787,,,2025-03-05,1994.0,0/1994,,2188135.12,573538.4968,0.6906636463679583,-1.4262975684158503,39.572112,1,47.0,40+,-30.0
187451,34133200000000.0,Plugged oil and gas,Final Restoration,Drilled,PORTAGE,MANTUA,CGAS EXPLORATION,"300 CAPITOL ST SUITE 700 SUITE 700 CHARLESTON, WV 25301",3043435505,1150.0,52.0,41.32848067,-81.24291183,41.328535,-81.242737,,,0.0,0.0,V,,BENDLAK UNIT # 1-632,1-632,100.0,4.0,4226.0,1989-09-29 00:00:00,1984-07-02 00:00:00,1990-05-02 00:00:00,CLINTON GROUP,,QUEENSTON FORMATION,133\34133231360000.pdf,Paper,0,0,pl_oil_gas,FR,CGAS EXPLORATION,BENDLAK UNIT,34133200000000.0,OG_R,300 CAPITOL ST SUITE 700,SUITE 700,CHARLESTON,25301,,,,1990.0,0/1990,,2313984.466,1214981.911,0.7213190107757147,-1.4179532539818205,41.328535,1,36.0,21–40,-4.0
49993,34045200000000.0,Plugged oil,Final Restoration,Drilled,FAIRFIELD,RUSH CREEK,BARCLAY PETROLEUM INC,"PO BOX 81 9320 MARRIETTA ROAD 9320 MARRIETTA ROAD BREMEN, OH 43107",7405694327,915.0,168.0,39.69211156,-82.41080647,39.692178,-82.410683,,,0.0,0.0,V,,TURNER # 1,1,0.0,45.0,2693.0,1988-11-08 00:00:00,1974-04-17 00:00:00,1988-11-15 00:00:00,CLINTON SAND,,CLINTON SAND,045\34045205300000.pdf,,0,0,pl_oil,FR,BARCLAY PETROLEUM INC,TURNER ROSS,34045200000000.0,OG_R,PO BOX 81 9320 MARRIETTA ROAD,9320 MARRIETTA ROAD,BREMEN,43107,,,,1986.0,0/1986,,1993634.066,616336.529,0.6927591933876578,-1.4383377571673182,39.692178,1,37.0,21–40,-4.0
218404,34167200000000.0,Oil and gas,Producing,Producing,WASHINGTON,WARREN,HEINRICH ENTERPRISES INC DBA WASHINGTON OPERATIONS,"P O BOX 305 RENO, OH 45773",7403735302,900.0,40.0,39.38339916,-81.54270476,39.383473,-81.542552,,,0.0,0.0,V,,WILSON     2 (AKA #1),1,420.0,8.0,2235.0,1976-08-06 00:00:00,1976-09-25 00:00:00,,BEREA SANDSTONE,,BEREA SANDSTONE,167\34167235600000.pdf,Paper,0,0,oil_gas,PR,HEINRICH ENTERPRISES INC DBA WASHINGTON OPERATIONS,WILSON G,34167200000000.0,OG_R,P O BOX 305,,RENO,45773,,,2003-09-05,2024.0,0/2024,,2239115.888,505317.5138,0.6873712747202888,-1.4231860128786873,39.383473,1,49.0,40+,38.0
