OBJ_ID,Permit number - API,Well Type,Well Status,Well_GIS_Status,County,Township,Company,Well_OP_Address,Well_CompanyPHONE,Elevation,DU_ACRES,Well_WH_LAT,Well_WH_LONG,Well Latitude,Well Longitude,Well_BH_LAT,Well_BH_LONG,Bottom Hole Latitude,Bottom Hole Longitude,Slant,Well_ProposedFormations,Well Name,Well Number,Well_IP_GAS,Well_IP_OIL,Well_Total_Depth,Well_Date_Approved,Well_Date_Complete,Well_Date_Plugged,Producing Formation,SecondProdFormation,DeepestFormation,Well_PDF_Link,GeoPhysLogs,Utica_Shale,Marcellus_Shale,MapSymble,Well_Well_Status,Well_Operator,Well_Lease_Name,Well_Location_ID,WELL_TYP,Well_CompanyADDR1,Well_CompanyADDR2,Well_CompanyCITY,Well_CompanyZIP1,Toe Longitude,Toe Latitude,Heel Longitude,Heel Latitude,OWPS Description,Last_Inspection_Date,Last_Nonzero_Production_Year,Last_Production_Quarter,Orphan Well Program Status,x,y
77427,3.40732E+13,Oil and gas,Producing,Producing,HOCKING,GREEN,ALNA ENERGY LLC,"305 Fowler Street, Apt 18  NEW LEXINGTON, OH 43764",7406211472,850,60,39.48012419,-82.37334623,39.480192,-82.373222,NA,NA,0,0,V,NA,ARNETT G. SELLERS     1,1,150,1,2927,3/16/1984 0:00,5/22/1984 0:00,NA,CLINTON SAND,NA,CLINTON SAND,073\34073229530000.pdf,NA,0,0,oil_gas,PR,ALNA ENERGY LLC,SELLERS ARNETT G,3.40732E+13,OG_R,"305 Fowler Street, Apt 18",NA,NEW LEXINGTON,43764,NA,NA,NA,NA,NA,3/13/2018 0:00,2023,0/2023,NA,2004284.103,539135.6112
71235,3.40672E+13,Expired permit,Permit Expired,NA,HARRISON,NOTTINGHAM,CHESAPEAKE EXPLORATION LLC,"P O BOX 18496 OKLAHOMA CITY, OK 73154",8772451427,1224,0,40.29119276,-81.19405731,40.29126,-81.193884,NA,NA,NA,NA,V,TRENTON-BLACK RIVER,SPINDEN 30-11-6     1,1,NA,NA,NA,5/6/2013 0:00,NA,NA,NA,NA,NA,nowellcard.htm,NA,0,0,ex_permit,EX,CHESAPEAKE EXPLORATION LLC,SPINDEN 30-11-6,3.40672E+13,ST_R,P O BOX 18496,NA,OKLAHOMA CITY,73154,NA,NA,NA,NA,NA,NA,NA,NA,NA,2332875.544,837195.6145
134980,3.41112E+13,Gas,Producing,Producing,MONROE,BENTON,DIVERSIFIED PRODUCTION LLC,"4150 Belden Village St NW Canton, OH 44718",+1 (330) 896-8510,1030,535.0040283,39.59240893,-81.12812146,39.592483,-81.127954,39.618659,-81.15170448,39.618733,-81.151537,H,NA,DYNAMITE NORTH     1 UH,1 UH,7150,0,21636,6/23/2021 0:00,8/3/2021 0:00,NA,POINT PLEASANT FORMATION,NA,POINT PLEASANT FORMATION,nowellcard.htm,Paper,1,0,gas,PR,DIVERSIFIED PRODUCTION LLC,DYNAMITE NORTH,3.41112E+13,OG_R,4150 Belden Village St NW,NA,Canton,44718,-81.815139,39.61862,-81.131779,39.591237,NA,6/13/2023 0:00,2025,Apr-24,NA,2355134.722,582948.2431
142068,3.41152E+13,Plugged oil and gas,Final Restoration,Drilled,MORGAN,BRISTOL,THOMPSON CONSUMER ELECTRONICS,"10330 N MERIDAN ST INH330 INH330 INDIANAPOLIS, IN 46290",3175875257,700,90,39.69190221,-81.78857875,39.691974,-81.788434,NA,NA,0,0,V,NA,MILLER J O # 1,1,0,0,1500,4/3/1995 0:00,10/7/1971 0:00,4/18/1995 0:00,CLINTON SAND,BEREA SANDSTONE,DEVONIAN,115\34115212180000.pdf,Paper,0,0,pl_oil_gas,FR,THOMPSON CONSUMER ELECTRONICS,MILLER J ORAN - OHIO POWER CO,3.41152E+13,OG_R,10330 N MERIDAN ST INH330,INH330,INDIANAPOLIS,46290,NA,NA,NA,NA,NA,1/7/2000 0:00,1985,0/1987,NA,2168735.305,617038.7435
238813,3.41736E+13,Dry hole with gas show,Plugged and Abandoned,Drilled,WOOD,CENTER,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,672,NA,41.36533869,-83.617743,41.365391,-83.617676,NA,NA,0,0,V,NA,NA,1,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,dry_gasshow,PA,HISTORIC OWNER,NA,3.41736E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1661537,1227912.798
161053,3.41193E+13,Oil and gas,Producing,Producing,MUSKINGUM,MEIGS,Eco Power Crypto LLC,"4582 KINGWOOD DR  KINGWOOD, TX 77345",832-954-9711,990,40,39.80243718,-81.70772188,39.802509,-81.707574,NA,NA,0,0,V,NA,OHIO POWER     #21K,OPC 21K,100,2,5340,5/31/1994 0:00,6/6/1994 0:00,NA,CLINTON SAND,CLINTON SAND,QUEENSTON FORMATION,119\34119278810000.pdf,Paper,0,0,oil_gas,PR,Eco Power Crypto LLC,OHIO POWER COMPANY,3.41193E+13,OG_R,4582 KINGWOOD DR,NA,KINGWOOD,77345,NA,NA,NA,NA,NA,2/21/2023 0:00,2022,0/2022,NA,2191135.497,657489.5258
43929,3.40313E+13,Gas,Producing,Producing,COSHOCTON,WHITE EYES,DIVERSIFIED PRODUCTION LLC,"4150 Belden Village St NW Canton, OH 44718",+1 (330) 896-8510,800,40,40.31078361,-81.74410135,40.310853,-81.743951,NA,NA,NA,NA,V,BEREA THRU CLINTON,WILKINS     9,9,40,0,4287,9/7/2005 0:00,10/19/2005 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,nowellcard.htm,Paper.tif,0,0,gas,PR,DIVERSIFIED PRODUCTION LLC,WILKINS,3.40313E+13,OG_R,4150 Belden Village St NW,NA,Canton,44718,NA,NA,NA,NA,NA,8/29/2024 0:00,2024,0/2024,NA,2179364.954,842581.3698
211439,3.41572E+13,Gas,Producing,Producing,TUSCARAWAS,PERRY,CARLISLE STEVEN W & CHRISTINA,"1420 WAINWRIGHT ROAD SE NEW PHILADELPHI, OH 44663",3308272870,1022,40,40.22373022,-81.36898234,40.223799,-81.368817,NA,NA,0,0,V,NA,CARLISLE # 1,1,85,0,5788,10/17/1984 0:00,11/14/1984 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,157\34157241260000.pdf,Paper,0,0,gas,PR,CARLISLE STEVEN W & CHRISTINA,CARLISLE,3.41572E+13,OG_R,1420 WAINWRIGHT ROAD SE,NA,NEW PHILADELPHI,44663,NA,NA,NA,NA,NA,10/14/2025 0:00,2015,0/2015,NA,2284383.995,811961.4284
64872,3.40636E+13,Oil,Orphan Well - Ready,Drilled,HANCOCK,LIBERTY,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,788,NA,41.01316705,-83.73588155,41.01322,-83.735816,NA,NA,0,0,V,NA,HARPST     1,1,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,oil,OR,HISTORIC OWNER,HARPST,3.40636E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,Traditional Program Scheduled,1627335.625,1099974.158
181787,3.41276E+13,Oil,Producing,Producing,PERRY,MONROE,Keller Krude Oil LLC,"13546 Township Road 289 SE Glouster, OH 45732",+1 (740) 347-9151,775,NA,39.60319234,-82.06303664,39.603078,-82.062798,NA,NA,0,0,V,NA,MARSHALL EC & CLYDE 5,5,NA,1,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,127\34127621980000.pdf,NA,0,0,oil,PR,Keller Krude Oil LLC,MARSHALL EC & CLYDE,3.41276E+13,OG_R,13546 Township Road 289 SE,NA,Glouster,45732,NA,NA,NA,NA,NA,9/30/2022 0:00,2024,0/2024,NA,2091686.6,584168.1386
167008,3.41212E+13,Gas with oil show,Producing,Producing,NOBLE,JACKSON,NORTHWOOD ENERGY CORP,"941 Chatham Lane, Suite 100 Columbus, OH 43221",+1 (614) 457-1024,920,0,39.59018691,-81.5534481,39.59026,-81.553296,NA,NA,0,0,V,CLINTON,GRIESENAUER     1,1,200,1,6023,5/22/2007 0:00,8/21/1985 0:00,NA,CLINTON SAND,CLINTON SAND,QUEENSTON FORMATION,121\34121234640000.pdf,Paper,0,0,gas_oilshow,PR,NORTHWOOD ENERGY CORP,GRIESENAUER,3.41212E+13,OG_R,"941 Chatham Lane, Suite 100",NA,Columbus,43221,NA,NA,NA,NA,NA,2/13/2018 0:00,2024,0/2024,NA,2235289.644,580599.6454
11471,3.40072E+13,Plugged gas with oil show,Final Restoration,Drilled,ASHTABULA,PIERPONT,DIETRICH PHILIP H,"PO BOX 301 JEFFERSON, OH 44047",4405771881,1080,160,41.72514565,-80.53606139,41.725201,-80.535855,NA,NA,0,0,V,NA,K & D LEONARD # 1,1,750,1,3870,9/13/1991 0:00,9/6/1974 0:00,9/18/1991 0:00,CLINTON GROUP,NA,QUEENSTON FORMATION,007\34007206380000.pdf,Paper,0,0,pl_gas_oilshow,FR,DIETRICH PHILIP H,LEONARD K& D,3.40072E+13,OG_R,PO BOX 301,NA,JEFFERSON,44047,NA,NA,NA,NA,NA,11/4/1999 0:00,1995,0/1995,NA,2505058.36,1363043.573
186198,3.41332E+13,Oil and gas,Producing,Producing,PORTAGE,PALMYRA,DIVERSIFIED PRODUCTION LLC,"4150 Belden Village St NW Canton, OH 44718",+1 (330) 896-8510,1050,83,41.08464222,-81.06366882,41.084691,-81.063438,NA,NA,0,0,V,NA,CORBETT/WRITTENBERRY #1,1,275,5,4847,3/20/1979 0:00,6/26/1979 0:00,NA,CLINTON SAND,NA,CLINTON SAND,133\34133218700000.pdf,Paper,0,0,oil_gas,PR,DIVERSIFIED PRODUCTION LLC,CORBETT-WRITTENBERRY,3.41332E+13,OG_R,4150 Belden Village St NW,NA,Canton,44718,NA,NA,NA,NA,NA,8/4/2023 0:00,2024,0/2024,NA,2364664.365,1126840.927
123563,3.41036E+13,Oil,Unknown status,Unknown,MEDINA,LIVERPOOL,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,906,NA,41.20552406,-81.9436262,41.205578,-81.943487,NA,NA,0,0,V,NA,NA,4,NA,NA,NA,NA,1/2/1900 0:00,NA,BEREA SANDSTONE,NA,NA,nowellcard.htm,NA,0,0,oil,UN,HISTORIC OWNER,NA,3.41036E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2121704.941,1168225.954
77756,3.40732E+13,Expired permit,Permit Expired,NA,HOCKING,STARR,QUAKER STATE OIL REF CORP,"***5200 STONEHAM RD NORTH CANTON, OH 44720",3304991660,983,40,39.4180111,-82.2915162,39.418081,-82.291389,NA,NA,0,0,V,NA,RUDIN UNIT # 1,1,0,0,0,12/9/1988 0:00,NA,NA,NA,NA,NA,073\34073232850000.pdf,NA,0,0,ex_permit,EX,QUAKER STATE OIL REF CORP,RUDIN UNIT,3.40732E+13,OG_R,***5200 STONEHAM RD,NA,NORTH CANTON,44720,NA,NA,NA,NA,NA,NA,NA,NA,NA,2027434.351,516555.9799
84971,3.40752E+13,Expired permit,Permit Expired,NA,HOLMES,WASHINGTON,OHIO PURE OIL CORP,"***811 S CENTRAL EXWY#600 RICHARDSON, TX 75380",4197472947,919,1,40.64684001,-82.17729605,40.6469,-82.177174,NA,NA,0,0,V,NA,KICK # K-18,K-18,0,0,0,1/15/1985 0:00,NA,NA,NA,NA,NA,075\34075243630000.pdf,NA,0,0,ex_permit,EX,OHIO PURE OIL CORP,KICK DONALD E,3.40752E+13,OG_R,***811 S CENTRAL EXWY#600,NA,RICHARDSON,75380,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058100.52,964300.8852
199576,3.41516E+13,Plugged gas with oil show,Plugged and Abandoned,Drilled,STARK,PLAIN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1088,NA,40.85553438,-81.39284007,40.855592,-81.392676,NA,NA,0,0,V,NA,CANTON SUBURBAN REALTY CO 1,1,2494,1,4526,NA,4/4/1934 0:00,11/30/1948 0:00,CLINTON SAND,NA,CLINTON SAND,151\34151607490000.pdf,NA,0,0,pl_gas_oilshow,PA,HISTORIC OWNER,CANTON SUBURBAN REALTY CO,3.41516E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2274898.707,1042069.804
93908,3.40832E+13,Oil,Producing,Producing,KNOX,JACKSON,CMF Oil & Gas Production LLC,"3341 McCament Road Walhonding, OH 43843",+1 (740) 504-4079,1100,64,40.277533,-82.25362117,40.277601,-82.253493,NA,NA,0,0,V,NA,JOAN CLAGGETT  (OTIS JOHNSON)     1,1,0,15,3037,11/9/1982 0:00,4/2/1970 0:00,NA,CLINTON SAND,NA,CLINTON SAND,083\34083220050000.pdf,Paper,0,0,oil,PR,CMF Oil & Gas Production LLC,CLAGGETT JOAN,3.40832E+13,OG_R,3341 McCament Road,NA,Walhonding,43843,NA,NA,NA,NA,NA,NA,2015,0/2024,NA,2037285.534,829677.8746
34570,3.40296E+13,Plugged oil,Plugged and Abandoned,Drilled,COLUMBIANA,FAIRFIELD,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1108,NA,40.87036444,-80.6968182,40.870424,-80.696616,NA,NA,0,0,V,NA,LYDER & MCKEAN 5,5,NA,1,NA,NA,1/1/1923 0:00,NA,NA,NA,NA,029\34029604520000.pdf,NA,0,0,pl_oil,PA,HISTORIC OWNER,LYDER & MCKEAN,3.40296E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2467371.254,1050578.223
85184,3.40752E+13,Oil and gas,Producing,Producing,HOLMES,KNOX,NEOS ENERGY LLC,"2121 Bethel Road  COLUMBUS, OH 43220",6143487460,1210,150,40.59061461,-82.10451292,40.590676,-82.104388,NA,NA,0,0,V,NA,ELSA G. ANDERSON # 2,2,400,4,3316,7/30/1985 0:00,11/27/1985 0:00,NA,CLINTON SAND,NA,CLINTON SAND,075\34075245770000.pdf,NA,0,0,oil_gas,PR,NEOS ENERGY LLC,ANDERSON ELSA G,3.40752E+13,OG_R,2121 Bethel Road,NA,COLUMBUS,43220,NA,NA,NA,NA,NA,3/13/2025 0:00,2024,0/2024,NA,2078391.952,943894.1744
237071,3.41696E+13,Gas,Unknown status,Unknown,WAYNE,CHESTER,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1182,NA,40.87669841,-82.08762685,40.876755,-82.0875,NA,NA,0,0,V,NA,MYERS MALVINA & GA 1,1,1,NA,NA,NA,1/2/1900 0:00,NA,CLINTON SAND,NA,GASPORT DOLOMITE,169\34169603150000.pdf,NA,0,0,gas,UN,HISTORIC OWNER,MYERS MALVINA & GA,3.41696E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2082606.784,1048164.367
204288,3.41552E+13,Oil and gas,Orphan Well - Ready,Drilled,TRUMBULL,SOUTHINGTON,WALDRON DAVID A,"734 DANBERRY DRIVE WOOSTER, OH 44691",3302649279,888,87,41.30252391,-80.93469817,41.302622,-80.934364,NA,NA,0,0,V,NA,MATEI UNIT     #1,1,80,3,4338,5/31/1979 0:00,2/9/1980 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,155\34155210920000.pdf,Paper,0,0,oil_gas,OR,WALDRON DAVID A,MATEI UNIT,3.41552E+13,OG_R,734 DANBERRY DRIVE,NA,WOOSTER,44691,NA,NA,NA,NA,NA,12/24/2019 0:00,NA,NA,Traditional Program Scheduled,2398878.697,1206861.169
236540,3.41693E+13,Oil and gas,Producing,Producing,WAYNE,PLAIN,KENOIL LLC,"P O BOX 1085 WOOSTER, OH 44691",3302637890,1158,80,40.73220413,-82.11893556,40.732262,-82.11881,NA,NA,NA,NA,V,CLINTON,MCMILLEN TRUST     1,1,75,2,3215,3/6/2003 0:00,3/12/2003 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,nowellcard.htm,Paper.tif,0,0,oil_gas,PR,KENOIL LLC,MCMILLEN TRUST,3.41693E+13,OG_R,P O BOX 1085,NA,WOOSTER,44691,NA,NA,NA,NA,NA,9/14/2018 0:00,2024,0/2024,NA,2074168.076,995469.7675
76668,3.40732E+13,Oil and gas,Producing,Producing,HOCKING,WARD,Hilltop Oilfield Services Inc.,"12025 State Route 37 Crooksville, OH 43731",+1 (740) 562-9688,1010,165,39.54883355,-82.19076695,39.548903,-82.190637,NA,NA,0,0,V,NA,SUNDAY CREEK COAL CO.     31,31,24,12,3725,8/21/1979 0:00,7/13/1981 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,073\34073221910000.pdf,Paper,0,0,oil_gas,PR,Hilltop Oilfield Services Inc.,SUNDAY CREEK COAL CO,3.40732E+13,OG_R,12025 State Route 37,NA,Crooksville,43731,NA,NA,NA,NA,NA,1/12/2009 0:00,2018,0/2024,NA,2055734.292,564286.7506
35231,3.40296E+13,Plugged oil,Final Restoration,Drilled,COLUMBIANA,KNOX,WATSON SHAWN D,"26244 GEORGETOWN RD HOMEWORTH, OH 44634",3305257214,1128,80,40.86838748,-81.03619707,40.868446,-81.036013,NA,NA,0,0,V,BEREA,TEEGARDEN HEROLD G     12,12,NA,1,700,4/24/2017 0:00,1/1/1922 0:00,5/19/2017 0:00,NA,NA,NA,029\34029611140000.pdf,NA,0,0,pl_oil,FR,WATSON SHAWN D,TEEGARDEN HEROLD G,3.40296E+13,OG_R,26244 GEORGETOWN RD,NA,HOMEWORTH,44634,NA,NA,NA,NA,NA,4/19/2024 0:00,NA,0/2023,Referred,2373504.514,1048158.804
94460,3.40832E+13,Plugged oil and gas,Final Restoration,Drilled,KNOX,CLAY,DUGAN GUY E,"27238 NEW GUILFORD ROAD WALHONDING, OH 43843",7406683811,1045,20,40.30910377,-82.28989643,40.30917,-82.289772,NA,NA,0,0,V,NA,ELLIOTT EDITH     2,2,25,15,2865,5/23/1996 0:00,12/15/1978 0:00,10/17/1996 0:00,CLINTON SAND,NA,CLINTON SAND,083\34083225570000.pdf,Paper,0,0,pl_oil_gas,FR,DUGAN GUY E,ELLIOTT EDITH I,3.40832E+13,OG_R,27238 NEW GUILFORD ROAD,NA,WALHONDING,43843,NA,NA,NA,NA,NA,10/30/2002 0:00,1990,0/1997,NA,2027135.452,841153.6853
213486,3.41596E+13,NA,Final Restoration,Drilled,UNION,MILL CREEK,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,969,NA,40.20264425,-83.28697342,40.202705,-83.286891,NA,NA,NA,NA,V,NA,STATE OF OHIO,3-Jan,NA,NA,5,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,pl_stratigraphic,FR,HISTORIC OWNER,STATE OF OHIO,3.41596E+13,ST_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1748689.96,803255.7401
151108,3.41172E+13,Dry hole,Plugged and Abandoned,Drilled,MORROW,GILEAD,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1232,75,40.58028923,-82.79930483,40.580349,-82.799206,NA,NA,0,0,V,NA,SHAW CA & CG 1,3,NA,NA,3530,10/23/1964 18:04,11/1/1964 0:00,11/2/1964 0:00,NA,NA,TREMPEALEAU FORMATION,117\34117221920000.pdf,Paper,0,0,dry,PA,HISTORIC OWNER,SHAW CA & CG,3.41172E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885374.844,940028.213
55088,3.40552E+13,Oil and gas,Producing,Producing,GEAUGA,NEWBURY,OWS ACQUISITION CO LLC,"2321 Energy Dr Louisville, OH 44641",+1 (330) 602-5551,1226,20,41.47911801,-81.19071683,41.479171,-81.19054,NA,NA,0,0,V,NA,INVESTMENT DEVELOPMENT INC. # 1,1,125,2,4090,5/17/1985 0:00,7/19/1985 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,055\34055212210000.pdf,Paper,0,0,oil_gas,PR,OWS ACQUISITION CO LLC,INVESTMENT DEVELOPMENT INC,3.40552E+13,OG_R,2321 Energy Dr,NA,Louisville,44641,NA,NA,NA,NA,NA,10/15/2013 0:00,2024,0/2024,NA,2327530.362,1270098.795
58726,3.40592E+13,Plugged gas,Final Restoration,Drilled,GUERNSEY,RICHLAND,CONSOLIDATED RES OF AMER,"***2702 ERIE AVE #309 CINCINNATI, OH 45208",5138718802,842,40,39.93546473,-81.44149005,39.935536,-81.441331,NA,NA,0,0,V,NA,RICH-OLIPHANT UNIT # 1,1,150,0,5687,9/16/1983 0:00,12/5/1980 0:00,1/19/1984 0:00,CLINTON SAND,NA,QUEENSTON FORMATION,059\34059226560000.pdf,Paper,0,0,pl_gas,FR,CONSOLIDATED RES OF AMER,RICH-OPIPHANT UNIT,3.40592E+13,OG_R,***2702 ERIE AVE #309,NA,CINCINNATI,45208,NA,NA,NA,NA,NA,NA,NA,NA,NA,2265366.508,706710.3361
27646,3.40136E+13,Dry hole,Plugged and Abandoned,Drilled,BELMONT,WAYNE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1195,NA,39.87329445,-81.09423777,39.873366,-81.094064,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,dry,PA,HISTORIC OWNER,NA,3.40136E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2363091.029,685395.2308
179029,3.41273E+13,Oil and gas,Producing,Producing,PERRY,CLAYTON,R C POLING CO INC,"2105 CLAY ROAD JUNCTION CITY, OH 43748",7409390023,1000,141,39.7977461,-82.22777814,39.797815,-82.227647,NA,NA,0,0,V,NA,DAVID KOBLENTZ # 2,2,5,10,3255,11/6/1987 0:00,12/11/1987 0:00,NA,CLINTON SAND,NA,CLINTON SAND,127\34127268480000.pdf,NA,0,0,oil_gas,PR,R C POLING CO INC,KOBLENTZ DAVID,3.41273E+13,OG_R,2105 CLAY ROAD,NA,JUNCTION CITY,43748,NA,NA,NA,NA,NA,10/21/2025 0:00,2024,0/2024,NA,2045024.771,654918.1999
189140,3.41392E+13,Gas storage,Storage Well,Storage,RICHLAND,MONROE,COLUMBIA GAS TRANSMISSION LLC,"301 Maple Street Sugar Grove, OH 43130",+1 (231) 349-4105,1054,100,40.64568074,-82.37786456,40.645458,-82.377578,NA,NA,0,0,V,NA,MUSKINGUM WATER CONS DIST 7,7,4610,NA,2501,6/22/1962 11:42,7/14/1962 0:00,NA,CLINTON SAND,NA,CLINTON SAND,139\34139202550000.pdf,NA,0,0,storage,SW,COLUMBIA GAS TRANSMISSION LLC,MUSKINGUM WATER CONS DIST,3.41392E+13,GS_R,301 Maple Street,NA,Sugar Grove,43130,NA,NA,NA,NA,NA,7/25/2025 0:00,NA,NA,NA,2002479.063,963638.299
125233,3.41052E+13,Dry hole,Plugged and Abandoned,Drilled,MEIGS,RUTLAND,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,722,NA,39.08555787,-82.1771221,39.085634,-82.176991,NA,NA,0,0,V,NA,AMES RHODA 1,1,NA,NA,875,NA,8/18/1949 0:00,8/19/1949 0:00,NA,NA,NA,105\34105208790000.pdf,NA,0,0,dry,PA,HISTORIC OWNER,AMES RHODA,3.41052E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2060185.76,395568.9719
60358,3.40592E+13,Oil and gas,Producing,Producing,GUERNSEY,RICHLAND,ASCENT RESOURCES UTICA LLC,"3501 NW 63rd Street Oklahoma City, OK 73116",+1 (405) 252-7721,903,799.4299927,39.95594133,-81.39722934,39.956013,-81.397069,39.93733135,-81.38371576,39.937403,-81.383555,H,UTICA/POINT PLEASANT,RECTOR     1-H,1-H,5200,1680,15560,4/15/2013 0:00,8/19/2013 0:00,NA,POINT PLEASANT FORMATION,NA,POINT PLEASANT FORMATION,nowellcard.htm,Paper,1,0,oil_gas,PR,ASCENT RESOURCES UTICA LLC,RECTOR,3.40592E+13,OG_R,3501 NW 63rd Street,NA,Oklahoma City,73116,NA,NA,-81.397202,39.956374,NA,9/15/2021 0:00,2025,Apr-24,NA,2277686.516,714317.6355
37843,3.40312E+13,Plugged oil with gas show,Plugged and Abandoned,Drilled,COSHOCTON,NEWCASTLE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,892,NA,40.36015008,-82.14533082,40.360217,-82.145201,NA,NA,0,0,V,NA,RHODEHAVER NOEL 1,1,1,411,3033,NA,8/2/1956 0:00,8/24/1959 0:00,CLINTON SAND,NA,CLINTON SAND,031\34031208880000.pdf,NA,0,0,pl_oil_gasshow,PA,HISTORIC OWNER,RHODEHAVER NOEL,3.40312E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2067385.032,859877.8598
209572,3.41572E+13,Gas,Producing,Producing,TUSCARAWAS,RUSH,LLP GAS AND OIL CORPORATION,"PO BOX 423 DOVER, OH 44622",3303646331,1020,98,40.33524606,-81.38932169,40.335313,-81.389156,NA,NA,0,0,V,NA,HARPER,1,1360,0,5395,12/28/1973 0:00,7/27/1976 0:00,NA,CLINTON SAND,NA,CLINTON SAND,157\34157222560000.pdf,Paper,0,0,gas,PR,LLP GAS AND OIL CORPORATION,HARPER J ARTHUR,3.41572E+13,OG_R,PO BOX 423,NA,DOVER,44622,NA,NA,NA,NA,NA,3/3/2022 0:00,2024,0/2024,NA,2278204.813,852515.1764
191823,3.41476E+13,Oil,Unknown status,Unknown,SENECA,CLINTON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,736,NA,41.16029828,-83.14982963,41.160353,-83.149748,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,oil,UN,HISTORIC OWNER,NA,3.41476E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1789509.771,1151912.489
20838,3.40096E+13,Plugged gas,Plugged and Abandoned,Drilled,ATHENS,ROME,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,782,NA,39.27655588,-81.91355024,39.276631,-81.91341,NA,NA,0,0,V,NA,BAKER MISH 2,2,999,NA,940,NA,6/15/1922 0:00,5/28/1924 0:00,SALT SAND,NA,SALT SAND,009\34009613750000.pdf,NA,0,0,pl_gas,PA,HISTORIC OWNER,BAKER MISH,3.40096E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2134550.235,465508.0639
